"Statistic","Year","County","Dwelling Status","Stamp Duty Event","Type of Buyer","Type of Sale","UNIT","VALUE"
"Volume of Sales","2011","Leitrim","New","Executions","Household Buyer - Former Owner-Occupier","All Sale Types","Number","18"
"Volume of Sales","2011","Leitrim","New","Executions","Household Buyer - Non-Occupier","All Sale Types","Number","19"
"Volume of Sales","2011","Leitrim","New","Executions","Non-Household Buyer","All Sale Types","Number","6"
"Volume of Sales","2011","Leitrim","Existing","Filings","Household Buyer - All","All Sale Types","Number","174"
"Volume of Sales","2011","Leitrim","Existing","Filings","Household Buyer - First-Time Buyer Owner-Occupier","All Sale Types","Number","33"
"Volume of Sales","2011","Leitrim","Existing","Filings","Household Buyer - Former Owner-Occupier","All Sale Types","Number","73"
"Volume of Sales","2011","Leitrim","Existing","Filings","Household Buyer - Non-Occupier","All Sale Types","Number","68"
"Volume of Sales","2011","Leitrim","Existing","Filings","Non-Household Buyer","All Sale Types","Number","1"
"Volume of Sales","2011","Leitrim","Existing","Executions","Household Buyer - All","All Sale Types","Number","155"
"Volume of Sales","2011","Leitrim","Existing","Executions","Household Buyer - First-Time Buyer Owner-Occupier","All Sale Types","Number","26"
"Volume of Sales","2011","Leitrim","Existing","Executions","Household Buyer - Former Owner-Occupier","All Sale Types","Number","65"
"Volume of Sales","2011","Leitrim","Existing","Executions","Household Buyer - Non-Occupier","All Sale Types","Number","64"
"Volume of Sales","2011","Leitrim","Existing","Executions","Non-Household Buyer","All Sale Types","Number","1"
"Volume of Sales","2011","Mayo","New","Filings","Household Buyer - All","All Sale Types","Number","116"
"Volume of Sales","2011","Mayo","New","Filings","Household Buyer - First-Time Buyer Owner-Occupier","All Sale Types","Number","41"
"Volume of Sales","2011","Mayo","New","Filings","Household Buyer - Former Owner-Occupier","All Sale Types","Number","36"
"Volume of Sales","2011","Mayo","New","Filings","Household Buyer - Non-Occupier","All Sale Types","Number","39"
"Volume of Sales","2011","Mayo","New","Filings","Non-Household Buyer","All Sale Types","Number","5"
"Volume of Sales","2011","Mayo","New","Executions","Household Buyer - All","All Sale Types","Number","73"
"Volume of Sales","2011","Mayo","New","Executions","Household Buyer - First-Time Buyer Owner-Occupier","All Sale Types","Number","29"
"Volume of Sales","2011","Mayo","New","Executions","Household Buyer - Former Owner-Occupier","All Sale Types","Number","28"
"Volume of Sales","2011","Mayo","New","Executions","Household Buyer - Non-Occupier","All Sale Types","Number","16"
"Volume of Sales","2011","Mayo","New","Executions","Non-Household Buyer","All Sale Types","Number","5"
"Volume of Sales","2011","Mayo","Existing","Filings","Household Buyer - All","All Sale Types","Number","561"
"Volume of Sales","2011","Mayo","Existing","Filings","Household Buyer - First-Time Buyer Owner-Occupier","All Sale Types","Number","126"
"Volume of Sales","2011","Mayo","Existing","Filings","Household Buyer - Former Owner-Occupier","All Sale Types","Number","258"
"Volume of Sales","2011","Mayo","Existing","Filings","Household Buyer - Non-Occupier","All Sale Types","Number","177"
"Volume of Sales","2011","Mayo","Existing","Filings","Non-Household Buyer","All Sale Types","Number","21"
"Volume of Sales","2011","Mayo","Existing","Executions","Household Buyer - All","All Sale Types","Number","527"
"Volume of Sales","2011","Mayo","Existing","Executions","Household Buyer - First-Time Buyer Owner-Occupier","All Sale Types","Number","116"
"Volume of Sales","2011","Mayo","Existing","Executions","Household Buyer - Former Owner-Occupier","All Sale Types","Number","244"
"Volume of Sales","2011","Mayo","Existing","Executions","Household Buyer - Non-Occupier","All Sale Types","Number","167"
"Volume of Sales","2011","Mayo","Existing","Executions","Non-Household Buyer","All Sale Types","Number","13"
"Volume of Sales","2011","Roscommon","New","Filings","Household Buyer - All","All Sale Types","Number","70"
"Volume of Sales","2011","Roscommon","New","Filings","Household Buyer - First-Time Buyer Owner-Occupier","All Sale Types","Number","40"
"Volume of Sales","2011","Roscommon","New","Filings","Household Buyer - Former Owner-Occupier","All Sale Types","Number","19"
"Volume of Sales","2011","Roscommon","New","Filings","Household Buyer - Non-Occupier","All Sale Types","Number","11"
"Volume of Sales","2011","Roscommon","New","Filings","Non-Household Buyer","All Sale Types","Number","1"
"Volume of Sales","2011","Roscommon","New","Executions","Household Buyer - All","All Sale Types","Number","49"
"Volume of Sales","2011","Roscommon","New","Executions","Household Buyer - First-Time Buyer Owner-Occupier","All Sale Types","Number","27"
"Volume of Sales","2011","Roscommon","New","Executions","Household Buyer - Former Owner-Occupier","All Sale Types","Number","16"
"Volume of Sales","2011","Roscommon","New","Executions","Household Buyer - Non-Occupier","All Sale Types","Number","6"
"Volume of Sales","2011","Roscommon","New","Executions","Non-Household Buyer","All Sale Types","Number","1"
"Volume of Sales","2011","Roscommon","Existing","Filings","Household Buyer - All","All Sale Types","Number","264"
"Volume of Sales","2011","Roscommon","Existing","Filings","Household Buyer - First-Time Buyer Owner-Occupier","All Sale Types","Number","56"
"Volume of Sales","2011","Roscommon","Existing","Filings","Household Buyer - Former Owner-Occupier","All Sale Types","Number","135"
"Volume of Sales","2011","Roscommon","Existing","Filings","Household Buyer - Non-Occupier","All Sale Types","Number","73"
"Volume of Sales","2011","Roscommon","Existing","Filings","Non-Household Buyer","All Sale Types","Number","13"
"Volume of Sales","2011","Roscommon","Existing","Executions","Household Buyer - All","All Sale Types","Number","240"
"Volume of Sales","2011","Roscommon","Existing","Executions","Household Buyer - First-Time Buyer Owner-Occupier","All Sale Types","Number","48"
"Volume of Sales","2011","Roscommon","Existing","Executions","Household Buyer - Former Owner-Occupier","All Sale Types","Number","123"
"Volume of Sales","2011","Roscommon","Existing","Executions","Household Buyer - Non-Occupier","All Sale Types","Number","69"
"Volume of Sales","2011","Roscommon","Existing","Executions","Non-Household Buyer","All Sale Types","Number","11"
"Volume of Sales","2011","Sligo","New","Filings","Household Buyer - All","All Sale Types","Number","68"
"Volume of Sales","2011","Sligo","New","Filings","Household Buyer - First-Time Buyer Owner-Occupier","All Sale Types","Number","27"
"Volume of Sales","2011","Sligo","New","Filings","Household Buyer - Former Owner-Occupier","All Sale Types","Number","20"
"Volume of Sales","2011","Sligo","New","Filings","Household Buyer - Non-Occupier","All Sale Types","Number","21"
"Volume of Sales","2011","Sligo","New","Filings","Non-Household Buyer","All Sale Types","Number","0"
"Volume of Sales","2011","Sligo","New","Executions","Household Buyer - All","All Sale Types","Number","45"
"Volume of Sales","2011","Sligo","New","Executions","Household Buyer - First-Time Buyer Owner-Occupier","All Sale Types","Number","16"
"Volume of Sales","2011","Sligo","New","Executions","Household Buyer - Former Owner-Occupier","All Sale Types","Number","12"
"Volume of Sales","2011","Sligo","New","Executions","Household Buyer - Non-Occupier","All Sale Types","Number","17"
"Volume of Sales","2011","Sligo","New","Executions","Non-Household Buyer","All Sale Types","Number","1"
"Volume of Sales","2011","Sligo","Existing","Filings","Household Buyer - All","All Sale Types","Number","303"
"Volume of Sales","2011","Sligo","Existing","Filings","Household Buyer - First-Time Buyer Owner-Occupier","All Sale Types","Number","50"
"Volume of Sales","2011","Sligo","Existing","Filings","Household Buyer - Former Owner-Occupier","All Sale Types","Number","153"
"Volume of Sales","2011","Sligo","Existing","Filings","Household Buyer - Non-Occupier","All Sale Types","Number","100"
"Volume of Sales","2011","Sligo","Existing","Filings","Non-Household Buyer","All Sale Types","Number","11"
"Volume of Sales","2011","Sligo","Existing","Executions","Household Buyer - All","All Sale Types","Number","279"
"Volume of Sales","2011","Sligo","Existing","Executions","Household Buyer - First-Time Buyer Owner-Occupier","All Sale Types","Number","41"
"Volume of Sales","2011","Sligo","Existing","Executions","Household Buyer - Former Owner-Occupier","All Sale Types","Number","139"
"Volume of Sales","2011","Sligo","Existing","Executions","Household Buyer - Non-Occupier","All Sale Types","Number","99"
"Volume of Sales","2011","Sligo","Existing","Executions","Non-Household Buyer","All Sale Types","Number","13"
"Volume of Sales","2011","Cavan","New","Filings","Household Buyer - All","All Sale Types","Number","118"
"Volume of Sales","2011","Cavan","New","Filings","Household Buyer - First-Time Buyer Owner-Occupier","All Sale Types","Number","45"
"Volume of Sales","2011","Cavan","New","Filings","Household Buyer - Former Owner-Occupier","All Sale Types","Number","57"
"Volume of Sales","2011","Cavan","New","Filings","Household Buyer - Non-Occupier","All Sale Types","Number","16"
"Volume of Sales","2011","Cavan","New","Filings","Non-Household Buyer","All Sale Types","Number","2"
"Volume of Sales","2011","Cavan","New","Executions","Household Buyer - All","All Sale Types","Number","84"
"Volume of Sales","2011","Cavan","New","Executions","Household Buyer - First-Time Buyer Owner-Occupier","All Sale Types","Number","32"
"Volume of Sales","2011","Cavan","New","Executions","Household Buyer - Former Owner-Occupier","All Sale Types","Number","42"
"Volume of Sales","2011","Cavan","New","Executions","Household Buyer - Non-Occupier","All Sale Types","Number","10"
"Volume of Sales","2011","Cavan","New","Executions","Non-Household Buyer","All Sale Types","Number","2"
"Volume of Sales","2011","Cavan","Existing","Filings","Household Buyer - All","All Sale Types","Number","254"
"Volume of Sales","2011","Cavan","Existing","Filings","Household Buyer - First-Time Buyer Owner-Occupier","All Sale Types","Number","48"
"Volume of Sales","2011","Cavan","Existing","Filings","Household Buyer - Former Owner-Occupier","All Sale Types","Number","127"
"Volume of Sales","2011","Cavan","Existing","Filings","Household Buyer - Non-Occupier","All Sale Types","Number","79"
"Volume of Sales","2011","Cavan","Existing","Filings","Non-Household Buyer","All Sale Types","Number","6"
"Volume of Sales","2011","Cavan","Existing","Executions","Household Buyer - All","All Sale Types","Number","248"
"Volume of Sales","2011","Cavan","Existing","Executions","Household Buyer - First-Time Buyer Owner-Occupier","All Sale Types","Number","44"
"Volume of Sales","2011","Cavan","Existing","Executions","Household Buyer - Former Owner-Occupier","All Sale Types","Number","125"
"Volume of Sales","2011","Cavan","Existing","Executions","Household Buyer - Non-Occupier","All Sale Types","Number","79"
"Volume of Sales","2011","Cavan","Existing","Executions","Non-Household Buyer","All Sale Types","Number","6"
"Volume of Sales","2011","Donegal","New","Filings","Household Buyer - All","All Sale Types","Number","162"
"Volume of Sales","2011","Donegal","New","Filings","Household Buyer - First-Time Buyer Owner-Occupier","All Sale Types","Number","55"
"Volume of Sales","2011","Donegal","New","Filings","Household Buyer - Former Owner-Occupier","All Sale Types","Number","58"
"Volume of Sales","2011","Donegal","New","Filings","Household Buyer - Non-Occupier","All Sale Types","Number","49"
"Volume of Sales","2011","Donegal","New","Filings","Non-Household Buyer","All Sale Types","Number","8"
"Volume of Sales","2011","Donegal","New","Executions","Household Buyer - All","All Sale Types","Number","96"
"Volume of Sales","2011","Donegal","New","Executions","Household Buyer - First-Time Buyer Owner-Occupier","All Sale Types","Number","24"
"Volume of Sales","2011","Donegal","New","Executions","Household Buyer - Former Owner-Occupier","All Sale Types","Number","44"
"Volume of Sales","2011","Donegal","New","Executions","Household Buyer - Non-Occupier","All Sale Types","Number","28"
"Volume of Sales","2011","Donegal","New","Executions","Non-Household Buyer","All Sale Types","Number","7"
"Volume of Sales","2011","Donegal","Existing","Filings","Household Buyer - All","All Sale Types","Number","668"
"Volume of Sales","2011","Donegal","Existing","Filings","Household Buyer - First-Time Buyer Owner-Occupier","All Sale Types","Number","105"
